State,Crop,Season,Year,Area,Production
Tamil Nadu,Cotton,Rabi,2018,39.17,160.23
Maharashtra,Cotton,Rabi,2021,952.59,4348.18
Tamil Nadu,Maize,Kharif,2022,490.59,1195.69
Maharashtra,Cotton,Kharif,2022,914.25,3238.3
Karnataka,Cotton,Rabi,2020,870.13,4081.01
Karnataka,Wheat,Kharif,2020,489.79,1001.23
Punjab,Cotton,Rabi,2018,993.12,3770.72
Karnataka,Wheat,Kharif,2018,252.99,1146.8
Punjab,Maize,Rabi,2022,380.09,1703.72
Punjab,Cotton,Rabi,2023,209.57,772.72
Maharashtra,Wheat,Kharif,2021,607.04,2201.95
Tamil Nadu,Wheat,Rabi,2023,262.14,1062.86
Punjab,Maize,Rabi,2021,476.06,1520.29
Karnataka,Maize,Rabi,2021,446.44,2115.82
Maharashtra,Maize,Rabi,2020,659.87,2299.87
Tamil Nadu,Cotton,Kharif,2022,399.83,1915.96
Maharashtra,Wheat,Kharif,2020,320.15,1408.82
Maharashtra,Rice,Rabi,2019,945.63,1925.58
Punjab,Maize,Kharif,2023,878.19,2095.29
Maharashtra,Cotton,Kharif,2019,793.71,2749.03
Punjab,Wheat,Kharif,2018,196.89,505.18
Karnataka,Cotton,Kharif,2022,324.21,1547.24
Maharashtra,Rice,Rabi,2018,582.34,2056.61
Maharashtra,Cotton,Kharif,2018,756.54,1917.63
Karnataka,Wheat,Kharif,2020,632.94,1423.98
Tamil Nadu,Rice,Kharif,2021,562.27,2300.81
Maharashtra,Cotton,Rabi,2021,928.73,3083.2
Punjab,Maize,Rabi,2020,799.99,2814.04
Maharashtra,Rice,Rabi,2023,613.13,1501.11
Maharashtra,Cotton,Rabi,2021,265.2,1180.65
Punjab,Wheat,Kharif,2020,810.32,3633.06
Tamil Nadu,Rice,Kharif,2021,143.08,318.97
Maharashtra,Cotton,Rabi,2020,424.59,1499.16
Maharashtra,Cotton,Kharif,2020,510.31,2155.03
Tamil Nadu,Wheat,Rabi,2022,182.96,616.11
Karnataka,Maize,Rabi,2023,178.88,523.44
Punjab,Cotton,Rabi,2019,342.2,1249.96
Maharashtra,Cotton,Kharif,2019,281.0,941.1
Maharashtra,Maize,Kharif,2020,79.27,266.17
Tamil Nadu,Rice,Rabi,2021,306.23,1222.23
Punjab,Wheat,Rabi,2019,962.02,1958.11
Punjab,Maize,Kharif,2018,450.99,1345.37
Tamil Nadu,Maize,Kharif,2023,341.58,1654.65
Karnataka,Cotton,Kharif,2018,907.25,1986.58
Punjab,Rice,Rabi,2021,922.58,4232.83
Tamil Nadu,Rice,Rabi,2018,533.81,1835.47
Punjab,Cotton,Rabi,2018,882.12,3959.44
Tamil Nadu,Wheat,Rabi,2023,563.41,2685.93
Maharashtra,Maize,Rabi,2019,472.85,1010.89
Punjab,Rice,Rabi,2021,51.9,149.95
Punjab,Maize,Rabi,2023,790.53,3895.3
Tamil Nadu,Wheat,Rabi,2022,29.37,130.8
Tamil Nadu,Cotton,Kharif,2023,867.98,2412.79
Tamil Nadu,Wheat,Rabi,2022,419.08,1462.89
Maharashtra,Maize,Kharif,2018,355.31,726.11
Karnataka,Cotton,Kharif,2020,722.32,3168.38
Tamil Nadu,Maize,Rabi,2020,475.99,1714.01
Karnataka,Rice,Kharif,2023,416.84,1401.2
Tamil Nadu,Maize,Kharif,2022,619.61,2055.91
Maharashtra,Cotton,Kharif,2018,335.59,1305.16
Karnataka,Cotton,Rabi,2023,884.3,2087.86
Punjab,Maize,Kharif,2018,538.16,2253.99
Tamil Nadu,Rice,Kharif,2023,214.96,651.7
Maharashtra,Wheat,Kharif,2018,667.49,2926.44
Punjab,Wheat,Rabi,2020,930.77,2493.82
Karnataka,Rice,Rabi,2022,419.38,1514.54
Punjab,Rice,Rabi,2019,594.62,1841.64
Tamil Nadu,Maize,Kharif,2023,235.63,1007.46
Karnataka,Cotton,Rabi,2022,273.11,737.64
Tamil Nadu,Wheat,Rabi,2020,252.67,1079.14
Punjab,Maize,Rabi,2018,830.87,3232.88
Karnataka,Maize,Rabi,2023,860.59,3191.94
Punjab,Cotton,Kharif,2021,584.28,2066.44
Punjab,Maize,Rabi,2022,443.15,1728.98
Maharashtra,Rice,Kharif,2023,54.36,194.36
Maharashtra,Maize,Rabi,2023,411.24,1365.22
Tamil Nadu,Cotton,Kharif,2021,455.06,1637.15
Tamil Nadu,Wheat,Rabi,2022,643.26,1353.2
Punjab,Rice,Kharif,2023,135.98,377.28
Karnataka,Rice,Rabi,2023,986.85,2981.89
Maharashtra,Wheat,Rabi,2023,33.2,71.19
Karnataka,Rice,Kharif,2021,488.33,1715.55
Maharashtra,Rice,Kharif,2018,917.21,4184.42
Punjab,Cotton,Kharif,2022,778.11,3243.76
Tamil Nadu,Cotton,Kharif,2018,66.42,244.74
Maharashtra,Wheat,Rabi,2018,972.24,3579.48
Maharashtra,Wheat,Kharif,2020,963.5,4474.91
Punjab,Rice,Rabi,2019,488.31,1986.41
Karnataka,Maize,Kharif,2020,988.18,4345.23
Karnataka,Maize,Rabi,2020,870.73,2270.4
Maharashtra,Maize,Kharif,2022,768.64,3027.87
Tamil Nadu,Rice,Kharif,2020,784.26,1906.22
Karnataka,Wheat,Kharif,2021,877.17,3763.04
Tamil Nadu,Wheat,Rabi,2022,781.19,2769.57
Tamil Nadu,Wheat,Kharif,2020,110.61,346.12
Maharashtra,Cotton,Rabi,2019,989.26,4307.35
Maharashtra,Wheat,Rabi,2018,238.51,907.54
Karnataka,Rice,Rabi,2018,198.68,802.88
Tamil Nadu,Maize,Kharif,2020,161.45,468.34
Punjab,Rice,Rabi,2022,129.33,621.69
Punjab,Maize,Rabi,2020,561.04,1778.64
Karnataka,Rice,Kharif,2023,616.77,2862.85
Punjab,Cotton,Kharif,2020,990.58,4329.94
Punjab,Cotton,Rabi,2023,547.25,1421.28
Karnataka,Rice,Kharif,2019,631.34,1708.81
Punjab,Maize,Rabi,2018,356.03,1489.5
Tamil Nadu,Rice,Rabi,2020,711.4,1735.46
Tamil Nadu,Maize,Kharif,2022,678.74,2151.13
Punjab,Cotton,Kharif,2021,224.74,900.31
Karnataka,Rice,Rabi,2023,605.75,1707.52
Maharashtra,Rice,Rabi,2020,76.13,188.13
Maharashtra,Cotton,Rabi,2023,764.3,2265.93
Tamil Nadu,Wheat,Kharif,2019,554.7,1500.03
Maharashtra,Wheat,Kharif,2019,234.4,520.54
Tamil Nadu,Rice,Rabi,2022,847.82,3426.05
Maharashtra,Wheat,Kharif,2023,647.92,1637.12
Maharashtra,Rice,Rabi,2020,57.58,231.39
Maharashtra,Wheat,Rabi,2021,979.53,1968.86
Tamil Nadu,Cotton,Rabi,2022,485.62,2337.69
Karnataka,Cotton,Kharif,2023,79.66,381.28
Maharashtra,Maize,Rabi,2018,987.45,4165.12
Punjab,Wheat,Kharif,2020,829.33,3928.96
Punjab,Rice,Rabi,2023,789.65,2616.2
Punjab,Maize,Rabi,2021,768.44,2614.84
Karnataka,Wheat,Rabi,2019,733.85,2039.04
Karnataka,Wheat,Kharif,2022,994.8,2717.97
Punjab,Maize,Kharif,2021,371.65,1045.67
Maharashtra,Wheat,Rabi,2019,813.37,3853.44
Karnataka,Cotton,Rabi,2019,993.93,4231.8
Tamil Nadu,Rice,Kharif,2021,445.93,1617.41
Maharashtra,Maize,Rabi,2018,368.95,1068.88
Tamil Nadu,Wheat,Kharif,2019,296.27,857.51
Tamil Nadu,Cotton,Rabi,2018,63.19,273.54
Maharashtra,Maize,Rabi,2023,513.5,2382.5
Maharashtra,Rice,Rabi,2019,251.57,613.87
Tamil Nadu,Cotton,Rabi,2022,877.76,3772.78
Maharashtra,Rice,Kharif,2023,803.17,3596.08
Tamil Nadu,Maize,Rabi,2022,125.14,253.73
Maharashtra,Wheat,Kharif,2020,284.94,862.35
Maharashtra,Rice,Kharif,2023,429.15,913.86
Punjab,Rice,Kharif,2018,61.12,293.38
Punjab,Maize,Rabi,2022,651.46,2903.37
Punjab,Cotton,Rabi,2021,869.02,4110.89
Tamil Nadu,Maize,Rabi,2023,723.97,2098.92
Maharashtra,Rice,Rabi,2022,371.81,1495.88
Punjab,Cotton,Kharif,2022,404.94,997.9
Maharashtra,Wheat,Kharif,2020,890.59,2149.35
Maharashtra,Rice,Rabi,2018,225.09,483.94
Tamil Nadu,Cotton,Kharif,2021,858.61,2450.17
Maharashtra,Cotton,Kharif,2021,86.69,246.41
Karnataka,Cotton,Rabi,2023,658.12,1763.95
Karnataka,Rice,Kharif,2022,50.16,166.52
Karnataka,Cotton,Rabi,2021,997.66,3980.55
Punjab,Rice,Kharif,2020,864.77,3021.2
Maharashtra,Wheat,Kharif,2023,777.02,1894.81
Punjab,Wheat,Rabi,2022,576.74,2469.36
Tamil Nadu,Maize,Rabi,2023,14.4,56.91
Maharashtra,Cotton,Kharif,2022,121.71,341.1
Karnataka,Rice,Kharif,2018,370.97,1301.78
Punjab,Wheat,Rabi,2019,213.85,922.3
Punjab,Wheat,Rabi,2018,721.3,1926.64
Tamil Nadu,Rice,Rabi,2018,672.06,1967.28
Punjab,Wheat,Rabi,2021,965.86,4139.78
Tamil Nadu,Cotton,Rabi,2018,218.37,1028.81
Karnataka,Rice,Kharif,2022,149.55,541.5
Maharashtra,Maize,Kharif,2020,584.43,1327.45
Tamil Nadu,Rice,Rabi,2022,904.08,2718.17
Maharashtra,Wheat,Rabi,2023,604.06,1656.87
Punjab,Rice,Rabi,2021,657.18,1855.74
Karnataka,Cotton,Kharif,2020,502.84,2449.41
Maharashtra,Cotton,Rabi,2018,837.48,2075.78
Tamil Nadu,Wheat,Rabi,2020,106.72,302.84
Maharashtra,Rice,Rabi,2022,848.66,4070.88
Punjab,Maize,Rabi,2022,518.07,1203.51
Punjab,Rice,Kharif,2021,103.01,273.2
Punjab,Wheat,Rabi,2021,915.94,4505.13
Maharashtra,Maize,Rabi,2019,128.46,284.27
Karnataka,Maize,Kharif,2019,484.93,1561.57
Karnataka,Maize,Rabi,2021,65.78,158.21
Karnataka,Maize,Rabi,2023,45.77,102.78
Punjab,Maize,Rabi,2021,973.91,4449.37
Maharashtra,Cotton,Kharif,2023,995.51,3050.97
Maharashtra,Maize,Kharif,2019,895.09,1793.03
Maharashtra,Maize,Kharif,2022,442.43,1453.64
Karnataka,Cotton,Kharif,2019,963.25,3372.85
Karnataka,Maize,Kharif,2023,167.69,345.92
Tamil Nadu,Rice,Kharif,2018,831.91,3679.22
Maharashtra,Rice,Rabi,2020,199.27,605.69
Karnataka,Maize,Rabi,2020,340.11,891.05
Karnataka,Rice,Kharif,2023,359.0,846.11
Punjab,Maize,Kharif,2018,113.28,489.57
Punjab,Wheat,Rabi,2022,968.22,3807.38
Maharashtra,Wheat,Rabi,2023,385.34,1682.28
Karnataka,Maize,Rabi,2022,758.92,3143.86
Tamil Nadu,Maize,Rabi,2019,855.13,4015.74
Karnataka,Cotton,Kharif,2023,479.57,2136.53
Maharashtra,Rice,Rabi,2018,72.81,279.89
Karnataka,Cotton,Kharif,2020,413.44,1529.97
Tamil Nadu,Wheat,Rabi,2023,726.8,3478.83
Karnataka,Rice,Kharif,2022,51.57,127.68
Tamil Nadu,Wheat,Rabi,2020,845.85,2239.85
Tamil Nadu,Maize,Rabi,2022,641.95,1722.55
Tamil Nadu,Cotton,Rabi,2020,132.46,479.42
Tamil Nadu,Maize,Kharif,2018,924.93,2082.93
Tamil Nadu,Cotton,Kharif,2018,711.97,1836.24
Maharashtra,Maize,Kharif,2020,620.86,2881.02
Punjab,Wheat,Rabi,2019,51.35,122.12
Tamil Nadu,Cotton,Kharif,2021,611.74,2500.56
Tamil Nadu,Cotton,Kharif,2020,174.22,711.67
Karnataka,Maize,Rabi,2022,625.1,1483.79
Tamil Nadu,Maize,Kharif,2023,980.38,2524.4
Maharashtra,Wheat,Rabi,2022,357.81,1143.99
Tamil Nadu,Cotton,Kharif,2020,635.73,1991.66
Punjab,Cotton,Rabi,2019,593.77,1854.73
Maharashtra,Maize,Kharif,2023,800.64,2797.31
Karnataka,Maize,Kharif,2018,720.79,1852.75
Maharashtra,Wheat,Kharif,2021,987.55,2638.33
Punjab,Maize,Rabi,2021,516.62,1163.23
Tamil Nadu,Maize,Rabi,2021,86.27,177.18
Karnataka,Cotton,Kharif,2019,930.78,2037.79
Tamil Nadu,Wheat,Kharif,2021,957.93,3531.72
Maharashtra,Maize,Rabi,2021,587.84,2005.0
Maharashtra,Maize,Kharif,2023,399.54,1006.08
Karnataka,Wheat,Rabi,2022,77.66,265.0
Punjab,Rice,Rabi,2020,572.07,1328.18
Maharashtra,Maize,Kharif,2021,804.88,2705.67
Punjab,Rice,Kharif,2018,957.35,3645.83
Punjab,Cotton,Rabi,2021,726.78,3142.99
Punjab,Cotton,Rabi,2018,961.05,4323.23
Maharashtra,Maize,Rabi,2018,157.16,778.07
Punjab,Cotton,Kharif,2021,482.07,1787.43
Karnataka,Maize,Kharif,2021,875.35,4309.73
Karnataka,Wheat,Kharif,2020,746.83,1569.94
Tamil Nadu,Cotton,Rabi,2019,154.23,412.77
Karnataka,Wheat,Kharif,2019,933.91,4191.71
Karnataka,Rice,Kharif,2021,284.51,782.93
Maharashtra,Maize,Kharif,2019,935.65,3382.64
Punjab,Maize,Rabi,2020,937.24,2138.89
Punjab,Rice,Kharif,2022,542.21,1135.64
Maharashtra,Maize,Rabi,2018,874.13,2448.5
Tamil Nadu,Cotton,Kharif,2021,512.37,1682.95
Punjab,Rice,Rabi,2019,670.35,3095.08
Punjab,Rice,Kharif,2021,598.03,1636.85
Maharashtra,Cotton,Rabi,2021,298.01,610.93
Karnataka,Cotton,Kharif,2023,774.87,3685.41
Karnataka,Maize,Rabi,2018,933.41,3041.81
Punjab,Maize,Kharif,2023,955.64,3265.59
Tamil Nadu,Cotton,Kharif,2021,925.73,2940.17
Karnataka,Rice,Rabi,2020,65.2,317.81
Tamil Nadu,Rice,Rabi,2022,187.62,929.66
Punjab,Cotton,Rabi,2022,514.98,1852.98
Punjab,Maize,Rabi,2022,936.07,3943.88
Maharashtra,Rice,Rabi,2019,984.55,4347.44
Karnataka,Rice,Rabi,2019,992.84,3311.87
Punjab,Cotton,Rabi,2023,937.88,3592.1
Karnataka,Rice,Rabi,2019,113.33,542.66
Punjab,Maize,Kharif,2019,83.32,343.7
Karnataka,Cotton,Kharif,2020,837.01,3402.24
Karnataka,Rice,Rabi,2022,584.7,1282.88
Karnataka,Maize,Kharif,2021,313.12,1552.18
Punjab,Wheat,Kharif,2022,208.78,719.56
Tamil Nadu,Cotton,Kharif,2021,892.72,2489.98
Maharashtra,Cotton,Rabi,2022,687.82,3144.85
Tamil Nadu,Wheat,Rabi,2018,215.48,730.27
Punjab,Rice,Rabi,2021,42.58,192.65
Maharashtra,Cotton,Kharif,2018,881.98,2858.09
Maharashtra,Cotton,Rabi,2021,878.3,2576.72
Tamil Nadu,Rice,Rabi,2019,477.31,1149.84
Maharashtra,Rice,Kharif,2019,913.19,2309.14
Maharashtra,Wheat,Kharif,2019,30.88,67.74
Punjab,Maize,Kharif,2021,231.43,756.98
Maharashtra,Maize,Kharif,2018,894.2,2302.83
Punjab,Wheat,Kharif,2022,212.84,707.01
Punjab,Rice,Kharif,2021,477.21,1639.06
Maharashtra,Maize,Kharif,2021,111.24,262.85
Maharashtra,Wheat,Rabi,2019,821.65,3175.39
Karnataka,Maize,Kharif,2023,472.21,1771.83
Maharashtra,Wheat,Kharif,2022,172.12,605.94
Maharashtra,Maize,Rabi,2021,25.0,63.02
Maharashtra,Cotton,Rabi,2021,570.88,1256.46
Punjab,Maize,Rabi,2018,110.35,534.62
Karnataka,Wheat,Kharif,2022,767.82,3113.07
Maharashtra,Cotton,Kharif,2022,499.85,2404.15
Maharashtra,Rice,Rabi,2018,414.77,1510.5
Tamil Nadu,Wheat,Rabi,2019,189.94,931.2
Maharashtra,Wheat,Kharif,2022,420.38,1882.61
Punjab,Rice,Rabi,2023,250.17,698.15
Karnataka,Maize,Kharif,2023,487.14,1855.25
Karnataka,Rice,Kharif,2019,773.74,2725.15
Tamil Nadu,Wheat,Kharif,2023,972.49,2476.23
Tamil Nadu,Maize,Kharif,2018,410.3,1189.12
Punjab,Wheat,Rabi,2019,235.41,594.75
Tamil Nadu,Cotton,Rabi,2020,942.6,2817.09
Punjab,Wheat,Kharif,2023,798.04,3761.63
Maharashtra,Wheat,Rabi,2023,805.52,3473.18
Tamil Nadu,Maize,Kharif,2023,637.58,2746.06
Maharashtra,Wheat,Rabi,2021,631.36,2883.38
Tamil Nadu,Wheat,Rabi,2022,687.82,3332.6
Maharashtra,Maize,Rabi,2020,553.57,1206.07
Karnataka,Rice,Kharif,2022,243.04,981.45
Tamil Nadu,Rice,Kharif,2020,484.69,2044.56
Maharashtra,Cotton,Rabi,2019,904.09,3381.89
Tamil Nadu,Rice,Kharif,2018,258.06,565.34
Maharashtra,Wheat,Rabi,2023,765.1,2127.2
Punjab,Rice,Rabi,2023,95.76,404.16
Tamil Nadu,Wheat,Kharif,2022,281.32,1131.1
Maharashtra,Maize,Kharif,2020,850.9,3025.76
Tamil Nadu,Maize,Kharif,2022,921.38,4408.93
Punjab,Cotton,Rabi,2021,607.3,2352.73
Maharashtra,Rice,Kharif,2020,693.45,2992.16
Karnataka,Rice,Rabi,2020,31.3,99.13
Karnataka,Cotton,Kharif,2021,745.61,2953.09
Tamil Nadu,Rice,Kharif,2018,847.63,2268.02
Punjab,Rice,Rabi,2018,143.12,605.94
Punjab,Maize,Rabi,2021,333.34,938.64
Maharashtra,Rice,Kharif,2018,968.08,3798.98
Maharashtra,Wheat,Rabi,2022,348.59,1169.46
Tamil Nadu,Cotton,Kharif,2018,156.0,768.68
Karnataka,Rice,Kharif,2022,933.18,2547.47
Maharashtra,Wheat,Kharif,2023,966.17,4418.82
Karnataka,Cotton,Kharif,2020,400.64,1339.26
Maharashtra,Maize,Kharif,2020,658.27,1400.95
Punjab,Maize,Kharif,2021,17.87,45.04
Maharashtra,Wheat,Rabi,2018,788.07,1833.28
Punjab,Wheat,Rabi,2019,614.36,2857.47
Punjab,Wheat,Rabi,2018,925.16,3542.21
Maharashtra,Wheat,Kharif,2023,197.96,521.33
Maharashtra,Cotton,Kharif,2019,276.46,668.82
Maharashtra,Wheat,Kharif,2018,817.38,3072.74
Punjab,Cotton,Rabi,2021,588.33,2002.63
Punjab,Maize,Rabi,2022,324.35,1262.69
Tamil Nadu,Rice,Kharif,2021,549.35,1314.7
Tamil Nadu,Maize,Kharif,2022,122.46,434.95
Tamil Nadu,Maize,Rabi,2020,997.72,3172.8
Punjab,Cotton,Rabi,2020,585.39,2683.95
Tamil Nadu,Rice,Rabi,2018,75.35,251.92
Tamil Nadu,Rice,Kharif,2023,611.74,3046.26
Punjab,Wheat,Kharif,2023,976.2,4706.99
Punjab,Rice,Rabi,2022,523.29,1591.87
Maharashtra,Wheat,Rabi,2020,832.22,3399.93
Karnataka,Wheat,Kharif,2022,229.42,781.99
Tamil Nadu,Rice,Rabi,2023,819.68,2130.82
Maharashtra,Maize,Kharif,2019,289.04,830.08
Tamil Nadu,Cotton,Kharif,2019,660.82,2726.02
Punjab,Rice,Rabi,2023,294.42,1252.52
Maharashtra,Rice,Kharif,2018,221.24,881.85
Tamil Nadu,Cotton,Rabi,2022,836.09,2031.0
Tamil Nadu,Maize,Kharif,2020,74.31,280.75
Karnataka,Wheat,Rabi,2019,995.35,3565.14
Karnataka,Maize,Rabi,2021,381.66,1839.25
Punjab,Cotton,Rabi,2022,808.12,1998.61
Karnataka,Cotton,Rabi,2022,731.75,3554.54
Karnataka,Rice,Rabi,2021,927.59,3179.27
Maharashtra,Rice,Rabi,2021,455.19,2215.44
Maharashtra,Wheat,Rabi,2022,164.51,383.45
Punjab,Rice,Rabi,2022,163.44,794.76
Karnataka,Wheat,Rabi,2018,879.89,2156.03
Punjab,Maize,Kharif,2020,983.76,3915.9
Tamil Nadu,Cotton,Kharif,2020,138.64,538.76
Maharashtra,Maize,Kharif,2021,54.33,248.44
Punjab,Rice,Kharif,2020,876.6,3750.69
Punjab,Wheat,Kharif,2023,727.86,1568.0
Maharashtra,Cotton,Kharif,2019,330.41,1439.12
Karnataka,Cotton,Rabi,2023,754.82,3150.62
Karnataka,Maize,Rabi,2018,778.05,2812.6
Tamil Nadu,Rice,Kharif,2021,808.61,2048.71
Punjab,Maize,Kharif,2018,262.1,1229.13
Maharashtra,Rice,Rabi,2021,451.18,1998.64
Maharashtra,Cotton,Rabi,2020,545.65,2067.55
Punjab,Rice,Kharif,2019,185.59,718.36
Karnataka,Maize,Rabi,2018,761.22,1638.74
Tamil Nadu,Rice,Kharif,2021,977.27,4123.22
Maharashtra,Cotton,Rabi,2023,630.79,2883.31
Punjab,Cotton,Rabi,2022,305.95,752.44
Maharashtra,Cotton,Kharif,2022,57.93,159.55
Punjab,Rice,Kharif,2021,433.03,1396.83
Maharashtra,Wheat,Rabi,2023,646.04,2465.58
Punjab,Rice,Kharif,2023,499.61,2322.9
Tamil Nadu,Cotton,Rabi,2018,681.38,2371.48
Tamil Nadu,Maize,Kharif,2022,478.34,1453.85
Karnataka,Wheat,Kharif,2020,690.76,2995.01
Punjab,Maize,Rabi,2022,428.01,1434.62
Maharashtra,Cotton,Kharif,2021,365.38,1466.6
Maharashtra,Wheat,Kharif,2023,772.05,3727.81
Punjab,Maize,Rabi,2020,151.2,439.61
Punjab,Rice,Rabi,2023,447.17,1553.47
Punjab,Wheat,Kharif,2023,810.32,2432.39
Karnataka,Maize,Rabi,2018,616.52,2779.22
Tamil Nadu,Wheat,Rabi,2020,919.24,3579.34
Maharashtra,Rice,Rabi,2022,92.37,451.27
Punjab,Maize,Kharif,2023,380.54,1144.7
Tamil Nadu,Maize,Rabi,2021,976.92,4778.73
Tamil Nadu,Rice,Kharif,2018,243.43,920.1
Karnataka,Rice,Kharif,2020,456.67,1396.43
Punjab,Wheat,Rabi,2018,357.53,1527.72
Punjab,Cotton,Rabi,2022,185.4,866.95
Punjab,Wheat,Rabi,2018,134.72,555.87
Tamil Nadu,Cotton,Rabi,2023,620.3,2528.55
Tamil Nadu,Cotton,Rabi,2023,665.62,3141.28
Maharashtra,Wheat,Rabi,2022,758.51,3413.45
Punjab,Maize,Kharif,2019,321.2,718.89
Maharashtra,Maize,Kharif,2022,168.23,562.57
Maharashtra,Cotton,Kharif,2020,252.33,854.96
Maharashtra,Wheat,Rabi,2021,76.59,203.2
Karnataka,Rice,Kharif,2023,35.05,105.36
Karnataka,Rice,Kharif,2021,683.89,3064.17
Tamil Nadu,Cotton,Kharif,2022,390.09,1467.28
Punjab,Rice,Kharif,2018,987.21,3311.63
Punjab,Maize,Rabi,2021,199.69,910.4
Punjab,Cotton,Rabi,2020,466.05,1196.71
Tamil Nadu,Rice,Kharif,2019,445.04,1715.53
Karnataka,Wheat,Kharif,2023,853.07,3314.34
Maharashtra,Rice,Kharif,2023,710.22,3301.28
Punjab,Rice,Rabi,2021,223.74,1087.49
Tamil Nadu,Maize,Rabi,2021,458.56,1641.19
Tamil Nadu,Cotton,Rabi,2023,582.28,1255.24
Punjab,Wheat,Kharif,2019,834.59,3288.31
Karnataka,Cotton,Rabi,2019,987.7,3676.42
Karnataka,Cotton,Kharif,2019,830.66,2146.33
Maharashtra,Maize,Kharif,2020,322.93,1008.72
Tamil Nadu,Maize,Rabi,2023,770.82,2603.91
Maharashtra,Maize,Kharif,2021,594.35,2144.37
Karnataka,Cotton,Rabi,2021,946.35,3139.91
Karnataka,Rice,Kharif,2018,121.5,350.29
Punjab,Maize,Kharif,2020,388.55,817.14
Tamil Nadu,Maize,Kharif,2021,707.69,1436.53
Punjab,Cotton,Rabi,2022,236.15,1178.42
Maharashtra,Wheat,Kharif,2018,121.71,430.03
Punjab,Cotton,Rabi,2021,500.5,1295.2
Punjab,Wheat,Kharif,2019,685.92,2420.34
Tamil Nadu,Cotton,Rabi,2022,658.48,1707.81
Maharashtra,Maize,Kharif,2018,588.38,2925.84
Punjab,Cotton,Kharif,2021,532.16,1269.49
Tamil Nadu,Maize,Kharif,2020,59.93,207.01
Punjab,Rice,Kharif,2021,802.09,1897.75
Punjab,Cotton,Rabi,2022,617.8,2001.47
Punjab,Cotton,Kharif,2019,987.53,2737.07
Maharashtra,Maize,Rabi,2021,486.77,2063.95
Punjab,Rice,Kharif,2020,316.5,1243.01
Tamil Nadu,Wheat,Rabi,2021,945.89,4105.03
Karnataka,Rice,Rabi,2018,654.4,2074.53
Maharashtra,Wheat,Rabi,2023,510.05,1735.16
Tamil Nadu,Maize,Rabi,2022,916.48,2061.66
Karnataka,Cotton,Rabi,2020,768.09,1655.3
Tamil Nadu,Rice,Kharif,2018,789.15,2505.61
Tamil Nadu,Maize,Rabi,2023,435.44,1091.08
Karnataka,Rice,Kharif,2022,268.47,1300.05
Karnataka,Wheat,Kharif,2019,236.86,932.42
Maharashtra,Cotton,Kharif,2021,544.03,2191.61
Maharashtra,Cotton,Kharif,2023,611.29,2602.9
Maharashtra,Cotton,Kharif,2018,502.61,2325.85
Maharashtra,Rice,Rabi,2020,391.09,1542.69
Karnataka,Wheat,Kharif,2022,263.42,1166.98
Maharashtra,Cotton,Kharif,2019,581.22,2646.34
Maharashtra,Cotton,Kharif,2019,994.81,2692.76
Maharashtra,Cotton,Rabi,2020,564.86,1460.37
Tamil Nadu,Maize,Kharif,2018,556.5,2216.62
Maharashtra,Maize,Rabi,2019,293.52,1231.45
Tamil Nadu,Maize,Kharif,2023,755.48,2698.72
Punjab,Rice,Kharif,2019,578.61,1253.31
Punjab,Cotton,Rabi,2021,857.56,4252.31
Karnataka,Wheat,Kharif,2018,925.22,2048.32
Karnataka,Rice,Kharif,2019,845.76,3685.5
Punjab,Wheat,Kharif,2020,760.19,2894.34
Maharashtra,Rice,Kharif,2023,246.3,1131.94
Tamil Nadu,Maize,Kharif,2020,381.23,1540.44
Maharashtra,Cotton,Rabi,2018,755.0,3012.04
Karnataka,Rice,Kharif,2022,451.53,1640.64
Tamil Nadu,Maize,Rabi,2021,179.84,401.59
Punjab,Cotton,Rabi,2023,835.3,2408.57
Karnataka,Rice,Kharif,2021,282.76,750.34
Tamil Nadu,Wheat,Kharif,2019,692.83,2489.76
Tamil Nadu,Rice,Kharif,2021,527.31,2635.3
Punjab,Maize,Kharif,2019,551.04,1888.9
Maharashtra,Maize,Rabi,2023,795.25,2922.64
Punjab,Cotton,Kharif,2021,541.13,1700.74
Punjab,Cotton,Kharif,2019,639.85,2323.9
Maharashtra,Rice,Rabi,2019,270.92,942.09
Maharashtra,Wheat,Kharif,2018,526.19,2614.35
Maharashtra,Rice,Kharif,2023,229.91,628.18
Tamil Nadu,Maize,Rabi,2019,803.03,3554.7
Tamil Nadu,Wheat,Rabi,2023,776.02,2208.34
Punjab,Cotton,Kharif,2018,318.29,1266.52
Maharashtra,Maize,Rabi,2021,431.74,1039.6
Maharashtra,Cotton,Rabi,2018,583.82,1276.14
Maharashtra,Cotton,Kharif,2021,949.91,4402.14
Tamil Nadu,Wheat,Rabi,2023,851.46,2927.3
Karnataka,Rice,Kharif,2019,662.02,2155.49
Maharashtra,Cotton,Kharif,2019,534.94,1525.65
Karnataka,Maize,Rabi,2023,660.28,2404.06
Tamil Nadu,Cotton,Rabi,2021,202.0,681.02
Tamil Nadu,Wheat,Kharif,2022,786.41,2411.82
Maharashtra,Rice,Rabi,2022,227.39,832.25
Tamil Nadu,Wheat,Rabi,2019,262.98,993.85
Tamil Nadu,Cotton,Rabi,2023,327.1,1446.27
Karnataka,Cotton,Kharif,2018,330.71,800.62
Karnataka,Wheat,Rabi,2022,338.9,1477.78
Tamil Nadu,Rice,Rabi,2021,283.02,1217.94
Punjab,Maize,Kharif,2022,212.54,918.74
